,cc,data_id,iso,event_id_cnty,event_id_no_cnty,event_date,date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3,Cons,BokoHaram,is_urban
1854,327969,4837783,120,CAO497,497,8/01/2016,42377,2016,1,Explosions/Remote violence,Suicide bomb,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Kolofata,11.1621,14.0115,1,Radio France Internationale,International,Boko Haram suicide bomber killed himself and two others in front of a mosque.,3,1552577231,CMR,56757,1,False
1855,327784,4837496,120,CAO499,499,9/01/2016,42378,2016,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Makary,Makari,12.5628,14.4442,2,Xinhua News Agency - French,International,"Boko Haram gunmen attacked the village of Goura Tembe in the Makari area, killing one and injuring one and burning part of the town.",1,1552577231,CMR,56713,1,False
1856,327614,4837415,566,NIG8596,8596,10/01/2016,42379,2016,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),,7,27,Western Africa,Nigeria,Adamawa,Madagali,Madagali,Madagali,10.8864,13.63,2,Agence France Presse,International,"Boko Haram gunmen have killed seven people and injured others in a raid on ""some (unnamed) villages"" in Madagali LGA during the early morning hours of 10/01.",7,1552577231,NGA,56663,1,True
1857,327423,4837251,120,CAO1037,1037,11/01/2016,42380,2016,1,Explosions/Remote violence,Suicide bomb,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Talkomari,11.05,13.9667,1,Local sources,Local,"On 11 January, a kamikaze died when his charge exploded in Talkomari, Mayo Sava.",1,1552577231,CMR,56603,1,False
1859,327265,4837081,120,CAO501,501,12/01/2016,42381,2016,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),Military Forces of Cameroon (1982-),7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Kolofata,11.1621,14.0115,1,Agence France Presse - English; Cameroon Tribune,National-international,Two were killed overnight in the Kolofata area by Boko Haram. Troops responded and attackers fled.,2,1552577230,CMR,56560,1,False
1858,327251,4837080,120,CAO500,500,12/01/2016,42381,2016,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Kolofata,11.1621,14.0115,2,Africa News,Regional,"Defence Forces pushed back an attack by Boko Haram in the Kolofata Sub-division, killing two assailants.",2,1552577230,CMR,56554,1,False
1860,327083,4836803,120,CAO502,502,13/01/2016,42382,2016,1,Explosions/Remote violence,Suicide bomb,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Tsanaga,Koza,Gaboua,10.9175,13.9899,1,Agence France Presse - English; Radio France Internationale; Cameroon Tribune,International,"Boko Haram suicide bomber killed himself and 12 civilians at a mosque in Kouyape, also known as Gaboua, just south of Kolofata.",13,1552577230,CMR,56512,1,False
1861,326593,4836451,566,NIG8611,8611,15/01/2016,42384,2016,1,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Yobe,Tarmua,,Babban Gida,12.1076,11.7539,2,Weekly Trust,National,"Military forces repel a Boko Haram attack on Churokusko village in Tarmowa (Tarmua) local government area at the mid-morning of 15/01. Military Forces killed ""many"" of their attackers.",10,1552577230,NGA,56371,1,False
1862,326731,4836555,566,NIG8612,8612,15/01/2016,42384,2016,1,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Yobe,Gujba,Goniri,Goniri,11.4833,12.3144,1,Weekly Trust,National,"Military forces repel a Boko Haram attack on Goniri army base during the early morning hours of 15/01, killing 17 of the attackers. One soldier was reported injured.",17,1552577230,NGA,56392,1,False
1863,326422,4836367,562,NIR423,423,16/01/2016,42385,2016,1,Explosions/Remote violence,Remote explosive/landmine/IED,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Niger (2011-),,1,12,Western Africa,Niger,Diffa,Diffa,Bosso,Bosso,13.6987,13.3095,2,Xinhua News Agency - French,International,At least six soldiers were killed and five wounded when their vehicle hit an explosive device likely planted by Boko Haram.,6,1552577230,NER,56309,1,False
1864,326423,4836378,562,NIR424,424,16/01/2016,42385,2016,1,Explosions/Remote violence,Remote explosive/landmine/IED,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Niger (2011-),,1,12,Western Africa,Niger,Diffa,N'Guigmi,ZR N Guigmi,Kabalewa,13.9859,12.9781,1,UNOCHA,Other,6 Nigerien soldiers killed by mine laid by Boko Haram,6,1552577230,NER,56310,1,False
1865,326200,4836021,120,CAO503,503,18/01/2016,42387,2016,1,Explosions/Remote violence,Suicide bomb,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Tsanaga,Mayo Moskota,Ngacheve,11.0034,13.9386,1,Cameroon Tribune; Agence France Presse; Associated Press International,National-international,"Suicide bomber detonated in mosque, killing himself and 4 others and injuring 2. A vigiliante group prevented more deaths by alerting worshippers just before the explosion.",5,1552577229,CMR,56216,1,False
1866,325630,4835496,566,NIG8632,8632,20/01/2016,42389,2016,1,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Borno,Biu,Buratai,Buratai,10.9048,12.0886,1,Daily Trust (Abuja),Subnational,"Nigerian troops on 20/01 repelled an evening Boko Haram attack on Buratai town, killing some of the insurgents. At least three of the insurgents were killed and many of them escaped with bullet wounds.",3,1552577229,NGA,56054,1,False
1867,325413,4835272,562,NIR425,425,21/01/2016,42390,2016,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Unidentified Armed Group (Niger),,3,23,Western Africa,Niger,Diffa,Diffa,Diffa,Ngadawa,13.446,12.8054,1,UNOCHA,Other,Attack or clash reported involving Boko Haram; casualties unknown.,0,1552577228,NER,55964,1,False
1868,325415,4835275,566,NIG8637,8637,21/01/2016,42390,2016,2,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Borno,Dikwa,Dikwa,Dikwa,12.024000000000001,13.9165,1,Nigerian Tribune,National,Nigerian forces stationed in Dikwa repel a Boko Haram attack on the town. No reported causalities. Date not known - source dated 21/01.,0,1552577228,NGA,55966,1,False
1869,325580,4835408,562,NIR426,426,21/01/2016,42390,2016,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Unidentified Armed Group (Niger),,3,23,Western Africa,Niger,Diffa,Diffa,Diffa,Ngagam,13.5631,12.8587,1,UNOCHA,Other,Attack or clash reported involving Boko Haram; casualties unknown.,0,1552577229,NER,56020,1,False
1870,325223,4835216,120,CAO504,504,22/01/2016,42391,2016,1,Explosions/Remote violence,Remote explosive/landmine/IED,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Bonderi,11.2336,14.0134,1,Xinhua News Agency - French,International,Soldier killed by a mine likely planted by Boko Haram.,1,1552577228,CMR,55896,1,False
1871,325279,4835142,120,CAO1038,1038,22/01/2016,42391,2016,1,Battles,Armed clash,Military Forces of Cameroon (1982-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Ashigashiya,11.128,13.8762,1,Local sources,Local,"On 22 January, Cameroonian militaries ambushed Boko Haram men in Ashigashiya, Mayo Sava. One dead.",1,1552577228,CMR,55920,1,True
1872,325366,4835196,566,NIG8640,8640,22/01/2016,42391,2016,1,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,1,Nigerian Tribune,National,Three Boko Haram suicide bombers were killed in an attempt to attack Nigerian forces at a Maiduguri checkpoint. One of the attackers were shot by a soldier before he was able to detonate himself. No other causalities.,3,1552577228,NGA,55926,1,True
1878,325191,4835030,566,NIG8643,8643,23/01/2016,42392,2016,2,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Borno,Monguno,,Kuwiya,12.65,13.65,1,Nigerian Tribune,National,"Military forces and Boko Haram clash in Kuwiya (Kudiye), 10 reported dead. The clash occurred at a unreported point between the dates of 18/01 and 22/01.",10,1552577228,NGA,55877,1,False
1877,325189,4835028,566,NIG8646,8646,23/01/2016,42392,2016,2,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Adamawa,Demsa,Borrong,Ruga Fulani,9.4167,12.2333,1,Nigerian Tribune,National,"Military forces and Boko Haram clash in Ruga Fulani, 8 reported dead. The clash occurred at a unreported point between the dates of 18/01 and 22/01.",8,1552577228,NGA,55875,1,False
1876,325186,4835026,120,CAO505,505,23/01/2016,42392,2016,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Unidentified Communal Militia (Cameroon),Vigilante Group (Cameroon),4,24,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Limani,11.2331,14.1711,1,Xinhua News Agency - French,International,"Boko Haram attack left three dead, including a member of a vigilante militia.",3,1552577228,CMR,55872,1,False
1873,325080,4834948,566,NIG8645,8645,23/01/2016,42392,2016,2,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Borno,Mafa,Mafa,Mijigine,12.1,13.7833,1,Nigerian Tribune,National,"Military forces and Boko Haram clash in Mijigine (Mijigete), 10 reported dead. The clash occurred at a unreported point between the dates of 18/01 and 22/01.",10,1552577228,NGA,55850,1,False
1874,325081,4834949,566,NIG8644,8644,23/01/2016,42392,2016,2,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Borno,Marte,Marte,Marte,12.3611,13.8246,1,Nigerian Tribune,National,"Military forces and Boko Haram clash in Marte, 21 reported dead. The clash occurred at a unreported point between the dates of 18/01 and 22/01.",21,1552577228,NGA,55851,1,False
1875,325082,4834950,566,NIG8642,8642,23/01/2016,42392,2016,2,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Borno,Damboa,Ajigin A,Ajigin,11.1695,12.284,1,Nigerian Tribune,National,"Military forces and Boko Haram clash in Ajigin, three reported dead. The clash occurred at a unreported point between the dates of 18/01 and 22/01.",3,1552577228,NGA,55852,1,False
1879,325052,4834882,566,NIG8647,8647,24/01/2016,42393,2016,2,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),,7,27,Western Africa,Nigeria,Borno,Konduga,,Auno,11.8482,12.9375,2,Xinhua,International,"Five are killed ""early this week"" (source date 28/01) when Boko Haram attacked traders in Jawu, near Auno.",5,1552577228,NGA,55839,1,False
1880,324870,4834585,120,CAO506,506,25/01/2016,42394,2016,1,Explosions/Remote violence,Suicide bomb,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Hile Alifa,Bodo,12.3666,14.4555,1,Radio France Internationale; Associated Press International,International,"Four Boko Haram suicide bombers attacked a market, killing 37 and injuring 81.",37,1552577228,CMR,55797,1,False
1881,324881,4834606,566,NIG8654,8654,25/01/2016,42394,2016,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),,7,27,Western Africa,Nigeria,Yobe,Tarmua,,Babban Gida,12.1076,11.7539,1,Vanguard (Lagos),Subnational,"Boko Haram attacked and killed a civilian, destroying his house in Babban Gida village.",1,1552577228,NGA,55805,1,False
1882,324701,4834458,120,CAO1039,1039,26/01/2016,42395,2016,1,Explosions/Remote violence,Suicide bomb,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Kerawa,11.1842,13.9142,1,Local sources,Local,"On 26 January, a double suicide attack in Kerawa, Mayo Sava, resulted in the injury of 19 people.",2,1552577227,CMR,55743,1,True
1885,324534,4834244,566,NIG8661,8661,27/01/2016,42396,2016,1,Explosions/Remote violence,Suicide bomb,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),,7,27,Western Africa,Nigeria,Borno,Chibok,,Chibok,10.8658,12.847000000000001,1,Vanguard (Lagos),Subnational,"Two suspected Boko Haram female suicide bombers attacked Chibok Market in Chibok Local Government area of Borno State on 27/01, leaving 14 persons dead and over 24 others seriously injured. Another bomber struck a military checkpoint in the town, injuring two.",14,1552577227,NGA,55705,1,False
1883,324368,5021125,120,CAO508,508,27/01/2016,42396,2016,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Mora,Mora,11.0485,14.1476,2,Xinhua News Agency - French,International,"Military ""pushed back"" an incursion by Boko Haram, unknown number of deaths reported and at least three civilians wounded.",10,1553544833,CMR,55662,1,True
1884,324525,4834337,120,CAO507,507,27/01/2016,42396,2016,1,Explosions/Remote violence,Suicide bomb,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Kerawa,11.1842,13.9142,1,Radio France Internationale; LOeil du Sahel; Agence France Presse English,International,"Boko Haram suicide attack on a school killed at least six, including the two attackers, and injured about a dozen more. Vigilante militia arrested two others before they could detonate.",6,1552577227,CMR,55697,1,True
1886,324542,4834245,566,NIG8660,8660,27/01/2016,42396,2016,1,Explosions/Remote violence,Suicide bomb,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Borno,Chibok,,Chibok,10.8658,12.847000000000001,1,Vanguard (Lagos),Subnational,"Two suspected Boko Haram female suicide bombers attacked Chibok Market in Chibok Local Government area of Borno State on 27/01, leaving 14 persons dead and over 24 others seriously injured. Another bomber struck a military checkpoint in the town, injuring two and killing only herself.",1,1552577227,NGA,55708,1,False
1890,324208,4834020,566,NIG8663,8663,29/01/2016,42398,2016,1,Explosions/Remote violence,Suicide bomb,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),,7,27,Western Africa,Nigeria,Adamawa,Gombi,Gombi North,Gombi,10.1614,12.7399,1,Agence France Presse,International,"A suspected Boko Haram child suicide bomber detonated his explosive in a grain market in Gombi on 29/01, killing at least 10 people.",10,1552577227,NGA,55606,1,True
1889,324204,4834027,120,CAO1041,1041,29/01/2016,42398,2016,1,Explosions/Remote violence,Suicide bomb,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Talkomari,11.05,13.9667,1,Local sources,Local,"On 29 January, a woman kamikaze exploded herself in Talkomari, Mayo Sava, killing only herself.",1,1552577227,CMR,55602,1,False
1891,324212,4834017,120,CAO510,510,29/01/2016,42398,2016,1,Explosions/Remote violence,Suicide bomb,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Cameroon (1982-),Civilians (Cameroon),1,12,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Makary,Logone-et-Chari,12.2522,14.6291,2,Radio France Internationale,International,At least six - including one soldier and the two attackers - were killed in a suicide attack.,6,1552577227,CMR,55607,1,False
1887,324083,4834043,120,CAO1040,1040,29/01/2016,42398,2016,1,Explosions/Remote violence,Remote explosive/landmine/IED,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Ashigashiya,11.128,13.8762,2,Local sources,Local,"On 29 January, a military truck was hit by a landmine planted by Boko Haram militants in the area of Ashigashiya, Mayo Sava. 12 people wounded.",0,1552577227,CMR,55586,1,True
1888,324203,4834026,120,CAO1042,1042,29/01/2016,42398,2016,1,Explosions/Remote violence,Suicide bomb,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Hile Alifa,Bargaram,12.649000000000001,14.3111,1,Local sources,Local,"On 29 January, a suicide attack killed three people un Bargaram, Logone et Chari.",4,1552577227,CMR,55601,1,False
1894,324013,4833872,566,NIG8669,8669,30/01/2016,42399,2016,1,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,1,Nigerian Tribune,National,Nigerian forces clash with suspected members of Boko Haram in Maiduguri on 30/01. No reported casualties.,0,1552577227,NGA,55553,1,True
1895,324032,4833790,566,NIG8670,8670,30/01/2016,42399,2016,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),,7,27,Western Africa,Nigeria,Borno,Konduga,Dalori,Dalori,11.7606,13.2683,1,Leadership (Abuja),Subnational,Boko Haram attacks Dalori village on 30/01 killing many. Many of the dead were children who had been burnt alive. The attack occurred during the evening hours. The death toll was raised to 101 over the course of the week (The Guardian).,101,1552577227,NGA,55566,1,False
1892,323916,4833892,566,NIG8671,8671,30/01/2016,42399,2016,1,Explosions/Remote violence,Remote explosive/landmine/IED,Civilian JTF: Civilian Joint Task Force,,3,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,23,Western Africa,Nigeria,Borno,Kaga,Benisheikh,Benisheikh,11.8072,12.4909,2,Vanguard (Lagos),Subnational,"At least five members of the Civilian Joint Task Force were killed while four others sustained critical injuries when a Toyota Hilux patrol vehicle rammed into landmines/ Improvised Explosive Devices (IEDs) in Buma, Kaga LGA suspected to have been planted by members of Boko Haram.",5,1552577227,NGA,55542,1,True
